,parid,parid_card,bldg_id,struct_typ,str_prob,year_built,no_stories,a_stories,b_stories,bsmt_type,sq_foot,gsq_foot,occ_type,occ_detail,major_occ,broad_occ,appr_bldg,repl_cst,str_cst,nstra_cst,nstrd_cst,dgn_lvl,cont_val,efacility,dwell_unit,str_typ2,occ_typ2,tract_id,guid,FID_NEW,origin,stat_class,rmv_improv,rmv_land,elev,period,strctid,x,y,value_matc,geometry
2358,,,,W1,,1923,1,,,,,,,,,,124339,,,,,Pre - Code,,,,W1,,,ebaac3ba-b67d-4147-a6ff-024d214c4fb8,2935,1,122,38887.0,85452.0,-2.463596,0.35,41007023913001001S,-123.919013977,45.992225647,0,POINT (-123.9190139522593 45.99222692312763)
2359,,,,W1,,1914,1,,,,,,,,,,150406,,,,,Pre - Code,,,,W1,,,fb6a3096-a5ac-4ffc-944e-ca6c70d8c316,2934,1,131,64954.0,85452.0,-2.956482,0.35,41007023912001001S,-123.9192276,45.992225647,0,POINT (-123.9192303050702 45.9922244742613)
2360,,,,W1,,1940,1,,,,,,,,,,86760,,,,,Pre - Code,,,,W1,,,125f77b1-10fe-49f6-94ed-d27542a0ec73,2933,1,120,21807.0,64953.0,-2.956482,0.35,41007023911001001S,-123.919425964,45.992275238,0,POINT (-123.9194282683851 45.9922770844402)
2361,,,,RC,,1973,6,,,,,,,,,,143292,,,,,Pre - Code,,,,RC,,,45b8a43a-19fc-424c-8580-1c23ef598686,2932,1,900,143292.0,0.0,-14.540574,0.75,45b8a43a-19fc-424c-8580-1c23ef598686,,,1,POINT (-123.911364912073 45.99259786287605)
2362,,,,W2,,1991,1,,,,,,,,,,3580888,,,,,Low - Code,,,,W2,,,68021af2-1b68-4e99-bba6-618fc505c0da,2931,1,447,1476659.0,2104229.0,-3.317992,0.4,68021af2-1b68-4e99-bba6-618fc505c0da,,,0,POINT (-123.9203038114701 45.9917293001621)
2363,,,,RC,,1961,4,,,,,,,,,,854779,,,,,Pre - Code,,,,RC,,,1c773c85-0411-4deb-9662-92c63c4f0caf,2930,1,410,986.0,853793.0,0.671949,0.4,41007023908001001S,-123.924949646,45.9919700623,0,POINT (-123.9249520862065 45.99197188993092)
2364,,,,RC,,1945,4,,,,,,,,,,1397941,,,,,Pre - Code,,,,RC,,,f5fd4f3c-9cea-4e8b-a706-0d316cad0c63,2929,1,410,332472.0,1065469.0,-4.684285,0.4,41007023907001001S,-123.929763794,45.9919471741,0,POINT (-123.9297637943965 45.99194600325706)
2365,,,,RC,,1992,1,,,,,,,,,,1493819,,,,,Low - Code,,,,RC,,,de2bffad-0afb-4cf8-acc4-19f080230be5,2928,1,431,420402.0,1073417.0,-3.92904,0.4,de2bffad-0afb-4cf8-acc4-19f080230be5,,,0,POINT (-123.9204545630926 45.99215089510565)
2366,,,,RC,,1973,6,,,,,,,,,,126906,,,,,Pre - Code,,,,RC,,,bc4de4d9-b758-4cce-9e4d-c0d10e2b6311,2927,1,900,126906.0,0.0,-14.540574,0.75,bc4de4d9-b758-4cce-9e4d-c0d10e2b6311,,,1,POINT (-123.9113179071052 45.99259937528693)
2367,,,,RC,,1920,1,,,,,,,,,,669371,,,,,Pre - Code,,,,RC,,,a25e9f78-0856-4a53-80ed-fa51abdb8103,2925,1,445,166516.0,502855.0,-3.776907,0.4,41007023903001001S,-123.921463013,45.9921684265,0,POINT (-123.921460681799 45.99216789586075)
2368,,,,W1,,1908,1,,,,,,,,,,187932,,,,,Pre - Code,,,,W1,,,fd3dc94c-c2be-461b-995e-0a022cbb4c51,2924,1,130,41013.0,146919.0,-3.375869,0.35,41007023902001001S,-123.921852112,45.9922294617,0,POINT (-123.9218494835829 45.99223035893343)
2369,,,,RC,,1949,1,,,,,,,,,,613597,,,,,Pre - Code,,,,RC,,,bec58c2e-0f64-4955-812a-bac31ab649bd,2923,1,431,108786.0,504811.0,-2.086,0.4,41007023901001001S,-123.925666809,45.9921073914,0,POINT (-123.9256698868331 45.99210858163292)
2370,,,,RC,,1955,1,,,,,,,,,,560662,,,,,Pre - Code,,,,RC,,,e6a5fcf5-2dd1-4712-8bad-b78705fb915d,2922,1,435,94848.0,465814.0,-2.13446,0.4,41007023900001001S,-123.926078796,45.9920768738,0,POINT (-123.9260799627016 45.99207522284154)
2371,,,,RC,,1990,1,,,,,,,,,,275699,,,,,Low - Code,,,,RC,,,a99ab75d-12d1-4eea-bfa0-782fcaad5f13,2921,1,440,138767.0,136932.0,-3.203789,0.4,41007023899001001S,-123.922187805,45.9922294617,0,POINT (-123.9221846895385 45.9922282203864)
2372,,,,RC,,1990,1,,,,,,,,,,252162,,,,,Low - Code,,,,RC,,,86e03389-26b7-4cc0-8a93-fbe77592752e,2920,1,440,124574.0,127588.0,-3.185834,0.4,41007023898001001S,-123.922454834,45.992225647,0,POINT (-123.922454118831 45.99222679012028)
2373,,,,RC,,1955,1,,,,,,,,,,382910,,,,,Pre - Code,,,,RC,,,63b20c2a-41c0-4314-979c-1f71adc274ad,2919,1,440,53957.0,328953.0,-3.189018,0.4,41007023897001001S,-123.922782898,45.9922370911,0,POINT (-123.9227850678486 45.99223801204933)
2374,,,,RC,,1985,1,,,,,,,,,,1297868,,,,,Low - Code,,,,RC,,,2597581b-b468-40d0-9ee1-157c31a8d4d9,2918,1,462,938216.0,359652.0,-2.053208,0.4,41007023896001001S,-123.926620483,45.9921379089,0,POINT (-123.9266189732026 45.99213953038686)
2375,,,,W1,,1973,1,,,,,,,,,,366097,,,,,Pre - Code,,,,W1,,,099eb5f3-9201-43ea-ae19-e02d7c01bde7,2917,1,140,187236.0,178861.0,-14.792569,0.35,41007023895001001S,-123.909866333,45.9925804138,0,POINT (-123.9098664176637 45.99257929496444)
2376,,,,W1,,1908,1,,,,,,,,,,350152,,,,,Pre - Code,,,,W1,,,a627ec30-d010-499b-9090-e5b947b0af09,2915,1,133,116802.0,233350.0,-4.237658,0.35,41007023893001001S,-123.929534912,45.9920539856,0,POINT (-123.9295341900431 45.99205546217508)
2377,,,,RC,,1962,1,,,,,,,,,,1315298,,,,,Pre - Code,,,,RC,,,82114059-a900-43e0-9f8d-ff0adf1d647c,2914,1,460,566095.0,749203.0,-2.310953,0.4,41007023892001001S,-123.927627563,45.9919815063,0,POINT (-123.9276290477528 45.99198119470805)
2378,,,,RC,,1945,1,,,,,,,,,,401373,,,,,Pre - Code,,,,RC,,,4de7024f-4442-4478-a824-21db693eff02,2913,1,490,93941.0,307432.0,-2.352878,0.4,41007023891001001S,-123.927978516,45.9921379089,0,POINT (-123.9279785769392 45.99213925163326)
2379,,,,RC,,1945,1,,,,,,,,,,641004,,,,,Pre - Code,,,,RC,,,25f6afc9-9f0c-4954-bc14-922e0627c2fe,2912,1,440,190551.0,450453.0,-2.306444,0.4,41007023890001001S,-123.928520203,45.9921226501,0,POINT (-123.928520934817 45.99212332031583)
2380,,,,RC,,1888,4,,,,,,,,,,878315,,,,,Pre - Code,,,,RC,,,213a9d02-2853-48ca-827c-595d7cdf8f6b,2911,1,410,245324.0,632991.0,-2.817546,0.4,41007023889001001S,-123.928947449,45.9920654297,0,POINT (-123.9289456934611 45.99206440851982)
2381,,,,W2,,1912,2,,,,,,,,,,204788,,,,,Pre - Code,,,,W2,,,ffedfa6e-8b4d-4135-bda2-26c35243dc3d,2909,1,232,68480.0,136308.0,-4.861677,0.4,41007023887001001S,-123.929748535,45.992149353,0,POINT (-123.9297496559384 45.99214866869559)
2382,,,,RC,,1973,6,,,,,,,,,,143292,,,,,Pre - Code,,,,RC,,,7c5789e4-9f1a-4982-9979-bb163aca9bdb,2906,1,900,143292.0,0.0,-14.540574,0.75,7c5789e4-9f1a-4982-9979-bb163aca9bdb,,,1,POINT (-123.9113699211248 45.99277506732462)
2383,,,,RC,,1973,6,,,,,,,,,,102328,,,,,Pre - Code,,,,RC,,,59a1b6b2-3141-4110-afef-140e3b4cf258,2905,1,900,102328.0,0.0,-14.540574,0.75,59a1b6b2-3141-4110-afef-140e3b4cf258,,,1,POINT (-123.9112680326271 45.99278096469827)
2384,,,,RC,,1973,6,,,,,,,,,,126906,,,,,Pre - Code,,,,RC,,,674da81e-aa76-4108-86f8-755b7ac38041,2904,1,900,126906.0,0.0,-14.540574,0.75,41007023883001001S,-123.911338806,45.9927749634,1,POINT (-123.9113405868072 45.992774298617)
2385,,,,RC,,1973,6,,,,,,,,,,126906,,,,,Pre - Code,,,,RC,,,991b4ed0-66a2-477a-8870-8b55a43fb4be,2903,1,900,126906.0,0.0,-14.540574,0.75,41007023882001001S,-123.911231995,45.9927864075,1,POINT (-123.9112313611971 45.99278487797123)
2386,,,,RC,,1961,1,,,,,,,,,,1261576,,,,,Pre - Code,,,,RC,,,ffa49026-2f63-46c4-a3a3-288f5d0230a7,2902,1,430,557254.0,704322.0,-3.05144,0.4,ffa49026-2f63-46c4-a3a3-288f5d0230a7,,,0,POINT (-123.9235672897296 45.99226197603154)
2387,,,,W1,,1964,1,,,,,,,,,,364999,,,,,Pre - Code,,,,W1,,,f465927a-264e-4ebf-9e54-8cc86b465578,2900,1,152,240643.0,124356.0,-14.997761,0.35,41007023878001001S,-123.904922485,45.9927330017,0,POINT (-123.9049256831856 45.99273309445357)
2388,,,,RC,,2003,6,,,,,,,,,,122300,,,,,Moderate - Code,,,,RC,,,01008fe9-e56d-4a84-909b-93a5bbe9e523,2898,1,900,122300.0,0.0,-3.242034,0.75,01008fe9-e56d-4a84-909b-93a5bbe9e523,,,1,POINT (-123.9289642113881 45.99235446063921)
2389,,,,RC,,2003,6,,,,,,,,,,114300,,,,,Moderate - Code,,,,RC,,,e3ed9d88-19da-4d6f-a144-1912aca84d74,2897,1,900,114300.0,0.0,-3.242034,0.75,e3ed9d88-19da-4d6f-a144-1912aca84d74,,,1,POINT (-123.9289767605914 45.99235466085997)
2390,,,,RC,,2003,6,,,,,,,,,,106821,,,,,Moderate - Code,,,,RC,,,f6b83e60-56bf-4451-9e12-a9ddb29754c2,2896,1,900,106821.0,0.0,-3.242034,0.75,f6b83e60-56bf-4451-9e12-a9ddb29754c2,,,1,POINT (-123.9289878963682 45.99235473954347)
2391,,,,RC,,2003,6,,,,,,,,,,99833,,,,,Moderate - Code,,,,RC,,,16181452-930c-4662-bd0b-ab5a194b42c1,2895,1,900,99833.0,0.0,-3.242034,0.75,16181452-930c-4662-bd0b-ab5a194b42c1,,,1,POINT (-123.9289990470458 45.99235506282551)
2392,,,,RC,,2203,6,,,,,,,,,,252483,,,,,High - Code,,,,RC,,,342cee15-4702-447c-83e2-71b8e78b9029,2893,1,900,252483.0,0.0,-4.007238,0.75,342cee15-4702-447c-83e2-71b8e78b9029,,,1,POINT (-123.9291890405937 45.99235733342929)
2393,,,,RC,,2003,6,,,,,,,,,,235966,,,,,Moderate - Code,,,,RC,,,599bfe19-7f95-423b-9544-632db7572cc6,2892,1,900,235966.0,0.0,-4.007238,0.75,599bfe19-7f95-423b-9544-632db7572cc6,,,1,POINT (-123.9292027924203 45.99235730234705)
2394,,,,RC,,2003,6,,,,,,,,,,220529,,,,,Moderate - Code,,,,RC,,,7788bdbf-52bc-4523-8649-902878d3746a,2891,1,900,220529.0,0.0,-4.007238,0.75,7788bdbf-52bc-4523-8649-902878d3746a,,,1,POINT (-123.9292176324431 45.99235742694207)
2395,,,,W2,,1994,2,,,,,,,,,,145885,,,,,Low - Code,,,,W2,,,6b2de4eb-296f-41df-bfea-e921dfe33a22,2890,1,199,60433.0,85452.0,-2.072029,0.4,41007023867001001S,-123.917251587,45.992603302,0,POINT (-123.9172520739081 45.99260338148255)
2396,,,,RC,,2003,6,,,,,,,,,,206102,,,,,Moderate - Code,,,,RC,,,6e29e75d-edb9-4ee1-a849-86cd73e5156f,2889,1,900,206102.0,0.0,-4.007238,0.75,6e29e75d-edb9-4ee1-a849-86cd73e5156f,,,1,POINT (-123.9292311150793 45.99235740371549)
2397,,,,RC,,2003,6,,,,,,,,,,192619,,,,,Moderate - Code,,,,RC,,,ed34343a-44ce-460c-8534-925bdfb3e229,2888,1,900,192619.0,0.0,-4.007238,0.75,ed34343a-44ce-460c-8534-925bdfb3e229,,,1,POINT (-123.9292446205642 45.99235775579804)
2398,,,,RC,,2203,6,,,,,,,,,,252483,,,,,High - Code,,,,RC,,,ba5e1e1c-3870-4b6b-acec-5775aba2f3c0,2887,1,900,252483.0,0.0,-4.007238,0.75,ba5e1e1c-3870-4b6b-acec-5775aba2f3c0,,,1,POINT (-123.9293470633246 45.99235716674934)
2399,,,,RC,,2003,6,,,,,,,,,,235966,,,,,Moderate - Code,,,,RC,,,4a40de47-b9a2-48ea-844d-e2d7f5941c00,2886,1,900,235966.0,0.0,-4.007238,0.75,4a40de47-b9a2-48ea-844d-e2d7f5941c00,,,1,POINT (-123.9293602776511 45.99235701500374)
2400,,,,RC,,2003,6,,,,,,,,,,220529,,,,,Moderate - Code,,,,RC,,,4502c6ff-5578-4cb3-ba2f-61bf89ee60ca,2885,1,900,220529.0,0.0,-4.007238,0.75,4502c6ff-5578-4cb3-ba2f-61bf89ee60ca,,,1,POINT (-123.9293741995238 45.9923572013176)
2401,,,,RC,,2003,6,,,,,,,,,,206102,,,,,Moderate - Code,,,,RC,,,fb1ff18c-40d4-4161-84f7-5edf2b382666,2884,1,900,206102.0,0.0,-4.007238,0.75,fb1ff18c-40d4-4161-84f7-5edf2b382666,,,1,POINT (-123.9293868995812 45.99235706473172)
2402,,,,RC,,2003,6,,,,,,,,,,252483,,,,,Moderate - Code,,,,RC,,,1e546cc9-0ba4-4ef1-bc04-5e49aff0c56d,2883,1,900,252483.0,0.0,-4.611768,0.75,1e546cc9-0ba4-4ef1-bc04-5e49aff0c56d,,,1,POINT (-123.9294314920597 45.9923561037217)
2403,,,,RC,,2003,6,,,,,,,,,,192619,,,,,Moderate - Code,,,,RC,,,a76199ab-676f-4321-b928-2764ab08a484,2882,1,900,192619.0,0.0,-4.007238,0.75,a76199ab-676f-4321-b928-2764ab08a484,,,1,POINT (-123.9293994500482 45.99235729171695)
2404,,,,W1,,1967,1,,,,,,,,,,285829,,,,,Pre - Code,,,,W1,,,ed22f66f-7e24-4bc6-8bf2-be3009900d31,2881,1,141,145889.0,139940.0,-14.792569,0.35,41007023858001001S,-123.90587616,45.9928359985,0,POINT (-123.9058754654566 45.99283622673234)
2405,,,,RC,,2003,6,,,,,,,,,,192692,,,,,Moderate - Code,,,,RC,,,ec650450-c0a2-4235-9e6a-5f57f65b5def,2880,1,900,192692.0,0.0,-3.242034,0.75,ec650450-c0a2-4235-9e6a-5f57f65b5def,,,1,POINT (-123.9288599432128 45.99237388058916)
2406,,,,RC,,2003,6,,,,,,,,,,235966,,,,,Moderate - Code,,,,RC,,,5a9f6232-b4cf-4ab2-a72d-ccf74d1557a2,2879,1,900,235966.0,0.0,-4.611768,0.75,5a9f6232-b4cf-4ab2-a72d-ccf74d1557a2,,,1,POINT (-123.9294442086904 45.99235659000206)
2407,,,,RC,,2003,6,,,,,,,,,,220529,,,,,Moderate - Code,,,,RC,,,d3eacc3c-fa7a-4888-9e7f-68d14c9de507,2878,1,900,220529.0,0.0,-4.611768,0.75,d3eacc3c-fa7a-4888-9e7f-68d14c9de507,,,1,POINT (-123.9294578257316 45.9923566182179)
2408,,,,RC,,2003,6,,,,,,,,,,206102,,,,,Moderate - Code,,,,RC,,,bc9f7bbb-4d26-451c-ae54-5c2e2ecf6995,2877,1,900,206102.0,0.0,-4.611768,0.75,bc9f7bbb-4d26-451c-ae54-5c2e2ecf6995,,,1,POINT (-123.9294708381559 45.99235688004976)
2409,,,,RC,,2003,6,,,,,,,,,,93303,,,,,Moderate - Code,,,,RC,,,6a8bde55-5658-40e7-af2a-6254a4ec5705,2876,1,900,93303.0,0.0,-3.242034,0.75,6a8bde55-5658-40e7-af2a-6254a4ec5705,,,1,POINT (-123.9290098499562 45.99237083163268)
2410,,,,RC,,2003,6,,,,,,,,,,192619,,,,,Moderate - Code,,,,RC,,,8ff38d0a-6806-493e-bfe0-b824b5df6e44,2875,1,900,192619.0,0.0,-4.611768,0.75,8ff38d0a-6806-493e-bfe0-b824b5df6e44,,,1,POINT (-123.9294847903023 45.99235732972551)
2411,,,,RC,,2003,6,,,,,,,,,,180017,,,,,Moderate - Code,,,,RC,,,aa59451a-09f7-48f0-9719-cdac41f96987,2874,1,900,180017.0,0.0,-4.611768,0.75,aa59451a-09f7-48f0-9719-cdac41f96987,,,1,POINT (-123.929498381115 45.9923569273909)
2412,,,,RC,,2003,6,,,,,,,,,,168239,,,,,Moderate - Code,,,,RC,,,bad8de25-695d-484d-924a-732fdd741db3,2873,1,900,168239.0,0.0,-4.611768,0.75,bad8de25-695d-484d-924a-732fdd741db3,,,1,POINT (-123.9295116892794 45.99235696468291)
2413,,,,RC,,2203,6,,,,,,,,,,252483,,,,,High - Code,,,,RC,,,9461b4a8-0c02-4e0e-96f3-d57a6f7a14a1,2872,1,900,252483.0,0.0,-4.007238,0.75,9461b4a8-0c02-4e0e-96f3-d57a6f7a14a1,,,1,POINT (-123.9291325657164 45.99236877975112)
2414,,,,RC,,2203,6,,,,,,,,,,252483,,,,,High - Code,,,,RC,,,b45f07c5-15a0-4936-97e8-6fbb435c1ac0,2871,1,900,252483.0,0.0,-4.611768,0.75,b45f07c5-15a0-4936-97e8-6fbb435c1ac0,,,1,POINT (-123.9295909073764 45.99235699192544)
2415,,,,RC,,2003,6,,,,,,,,,,235966,,,,,Moderate - Code,,,,RC,,,950ed58d-0790-4caa-83cb-6d02161e0549,2870,1,900,235966.0,0.0,-4.611768,0.75,950ed58d-0790-4caa-83cb-6d02161e0549,,,1,POINT (-123.9296026220365 45.99235728202964)
2416,,,,RC,,2003,6,,,,,,,,,,220529,,,,,Moderate - Code,,,,RC,,,e856cb83-f45b-404c-84c5-2f11a5ee77a4,2869,1,900,220529.0,0.0,-4.611768,0.75,e856cb83-f45b-404c-84c5-2f11a5ee77a4,,,1,POINT (-123.9296152256431 45.99235716366374)
2417,,,,RC,,2003,6,,,,,,,,,,206102,,,,,Moderate - Code,,,,RC,,,153f44cf-25fc-45e8-bc77-0f0fa6b49a78,2868,1,900,206102.0,0.0,-4.611768,0.75,153f44cf-25fc-45e8-bc77-0f0fa6b49a78,,,1,POINT (-123.9296282328706 45.99235767033073)
2418,,,,RC,,2003,6,,,,,,,,,,192619,,,,,Moderate - Code,,,,RC,,,053a2d8d-84a1-47d8-a6bb-b2d11e67c9b3,2867,1,900,192619.0,0.0,-4.611768,0.75,053a2d8d-84a1-47d8-a6bb-b2d11e67c9b3,,,1,POINT (-123.9296408364771 45.99235755196199)
2419,,,,RC,,2003,6,,,,,,,,,,180017,,,,,Moderate - Code,,,,RC,,,00c9cc54-20d1-4f8c-9454-5f0f8cf23f86,2866,1,900,180017.0,0.0,-4.611768,0.75,00c9cc54-20d1-4f8c-9454-5f0f8cf23f86,,,1,POINT (-123.929652725836 45.99235770950414)
2420,,,,RC,,2003,6,,,,,,,,,,168239,,,,,Moderate - Code,,,,RC,,,96b6ce89-68ec-4beb-9a89-de35eaf6f512,2865,1,900,168239.0,0.0,-4.611768,0.75,96b6ce89-68ec-4beb-9a89-de35eaf6f512,,,1,POINT (-123.9296649800714 45.99235785624639)
2421,,,,RC,,2003,6,,,,,,,,,,307253,,,,,Moderate - Code,,,,RC,,,3a3c9097-182c-4608-acc5-dcc5ff508778,2864,1,900,307253.0,0.0,-4.611768,0.75,3a3c9097-182c-4608-acc5-dcc5ff508778,,,1,POINT (-123.9296905855201 45.99235875417973)
2422,,,,RC,,2003,6,,,,,,,,,,180085,,,,,Moderate - Code,,,,RC,,,d33f4707-cbb5-4829-b785-d834c423a0eb,2863,1,900,180085.0,0.0,-3.242034,0.75,d33f4707-cbb5-4829-b785-d834c423a0eb,,,1,POINT (-123.9288595837202 45.99238336470802)
2423,,,,RC,,2003,6,,,,,,,,,,87199,,,,,Moderate - Code,,,,RC,,,4a92a9d1-6eb8-4dfb-82d3-5f8cb97dd468,2862,1,900,87199.0,0.0,-3.242034,0.75,4a92a9d1-6eb8-4dfb-82d3-5f8cb97dd468,,,1,POINT (-123.929009664791 45.99237933059162)
2424,,,,RC,,2003,6,,,,,,,,,,287151,,,,,Moderate - Code,,,,RC,,,feb54e51-afbd-4b5f-ade3-bf855347a1fb,2861,1,900,287151.0,0.0,-4.611768,0.75,feb54e51-afbd-4b5f-ade3-bf855347a1fb,,,1,POINT (-123.929702883627 45.99235907480868)
2425,,,,RC,,2003,6,,,,,,,,,,268366,,,,,Moderate - Code,,,,RC,,,7be389df-c316-4a71-9edd-ee0ac7534903,2860,1,900,268366.0,0.0,-4.963661,0.75,7be389df-c316-4a71-9edd-ee0ac7534903,,,1,POINT (-123.9297146706397 45.99235906810976)
2426,,,,W1,,1973,1,,,,,,,,,,238484,,,,,Pre - Code,,,,W1,,,a383ff7f-f703-440f-9ea5-548e2beb6163,2859,1,130,120166.0,118318.0,-14.792569,0.35,41007023835001001S,-123.906265259,45.9928588867,0,POINT (-123.9062688226826 45.99285781827235)
2427,,,,RC,,2003,6,,,,,,,,,,250810,,,,,Moderate - Code,,,,RC,,,5e728b02-7b9f-4265-b2bb-78af6aa2eac5,2858,1,900,250810.0,0.0,-4.963661,0.75,5e728b02-7b9f-4265-b2bb-78af6aa2eac5,,,1,POINT (-123.929728460349 45.99235968684465)
2428,,,,RC,,2003,6,,,,,,,,,,234402,,,,,Moderate - Code,,,,RC,,,ba190def-428d-4da1-bb34-09709ec3d10f,2857,1,900,234402.0,0.0,-4.963661,0.75,ba190def-428d-4da1-bb34-09709ec3d10f,,,1,POINT (-123.9297421875927 45.99235928040095)
2429,,,,RC,,2003,6,,,,,,,,,,219067,,,,,Moderate - Code,,,,RC,,,7521431f-3c03-4100-8612-d3bbe86f0e1b,2856,1,900,219067.0,0.0,-4.963661,0.75,7521431f-3c03-4100-8612-d3bbe86f0e1b,,,1,POINT (-123.9297559356415 45.99235921571139)
2430,,,,RC,,2003,6,,,,,,,,,,204735,,,,,Moderate - Code,,,,RC,,,05712354-a1f2-43fc-a0f1-37f4918eee64,2855,1,900,204735.0,0.0,-4.963661,0.75,05712354-a1f2-43fc-a0f1-37f4918eee64,,,1,POINT (-123.9297682337731 45.9923595362431)
2431,,,,RC,,2003,6,,,,,,,,,,235966,,,,,Moderate - Code,,,,RC,,,7f6f00f2-293a-4e85-b59e-8cdbb788a05c,2854,1,900,235966.0,0.0,-4.007238,0.75,7f6f00f2-293a-4e85-b59e-8cdbb788a05c,,,1,POINT (-123.9291321977937 45.99238044482532)
2432,,,,RC,,2003,6,,,,,,,,,,307253,,,,,Moderate - Code,,,,RC,,,2c89124a-cd75-49f6-bfb9-34f7b5c5620c,2853,1,900,307253.0,0.0,-4.963661,0.75,2c89124a-cd75-49f6-bfb9-34f7b5c5620c,,,1,POINT (-123.9298825526889 45.99235970728712)
2433,,,,RC,,2003,6,,,,,,,,,,287151,,,,,Moderate - Code,,,,RC,,,adc3d874-6f6c-4235-a232-9c722edf6b14,2852,1,900,287151.0,0.0,-4.963661,0.75,adc3d874-6f6c-4235-a232-9c722edf6b14,,,1,POINT (-123.9298963424256 45.99236032600151)
2434,,,,RC,,2003,6,,,,,,,,,,268366,,,,,Moderate - Code,,,,RC,,,9db50a52-2f90-4954-bfb3-1ec56399dd75,2851,1,900,268366.0,0.0,-4.963661,0.75,9db50a52-2f90-4954-bfb3-1ec56399dd75,,,1,POINT (-123.9299095794061 45.9923599340575)
2435,,,,RC,,2003,6,,,,,,,,,,250810,,,,,Moderate - Code,,,,RC,,,46b62286-a9c3-4ae1-b60d-d35414728736,2850,1,900,250810.0,0.0,-4.963661,0.75,46b62286-a9c3-4ae1-b60d-d35414728736,,,1,POINT (-123.92992383856 45.99236019649333)
2436,,,,RC,,2003,6,,,,,,,,,,234402,,,,,Moderate - Code,,,,RC,,,0bc44ce6-8929-4a0b-93de-e15154d7aa41,2849,1,900,234402.0,0.0,-4.963661,0.75,0bc44ce6-8929-4a0b-93de-e15154d7aa41,,,1,POINT (-123.9299380768831 45.99236011726185)
2437,,,,RC,,2003,6,,,,,,,,,,219067,,,,,Moderate - Code,,,,RC,,,8a62f6ca-e6a7-4caa-9fd5-9ab150d4e935,2848,1,900,219067.0,0.0,-4.963661,0.75,8a62f6ca-e6a7-4caa-9fd5-9ab150d4e935,,,1,POINT (-123.9299518457639 45.99236039430423)
2438,,,,RC,,2003,6,,,,,,,,,,204735,,,,,Moderate - Code,,,,RC,,,17b443ce-871b-4071-89d4-cf1ce833cafc,2847,1,900,204735.0,0.0,-4.963661,0.75,17b443ce-871b-4071-89d4-cf1ce833cafc,,,1,POINT (-123.9299651243943 45.99236068577493)
2439,,,,RC,,2003,6,,,,,,,,,,168304,,,,,Moderate - Code,,,,RC,,,188e4a16-879a-459b-9083-f550a5fea396,2846,1,900,168304.0,0.0,-3.242034,0.75,188e4a16-879a-459b-9083-f550a5fea396,,,1,POINT (-123.9288601995699 45.99239347326706)
2440,,,,W1,,1968,1,,,,,,,,,,277613,,,,,Pre - Code,,,,W1,,,f0efe50b-ed1a-4b71-a040-f8e8f630815a,2845,1,140,165349.0,112264.0,-14.792569,0.35,41007023821001001S,-123.906661987,45.9928779602,0,POINT (-123.9066620809096 45.99287940942371)
2441,,,,RC,,2003,6,,,,,,,,,,496894,,,,,Moderate - Code,,,,RC,,,1f630359-0a5f-4b0d-b7a2-76adf3d8f933,2844,1,900,496894.0,0.0,-4.963661,0.75,1f630359-0a5f-4b0d-b7a2-76adf3d8f933,,,1,POINT (-123.9299933398523 45.99236430068131)
2442,,,,RC,,2003,6,,,,,,,,,,220529,,,,,Moderate - Code,,,,RC,,,d0d2c16c-cd3d-49a3-92e3-4344abe97ed8,2843,1,900,220529.0,0.0,-4.007238,0.75,d0d2c16c-cd3d-49a3-92e3-4344abe97ed8,,,1,POINT (-123.929132860894 45.99239132757281)
2443,,,,RC,,2003,6,,,,,,,,,,157293,,,,,Moderate - Code,,,,RC,,,9a3cedc3-7c51-4c2a-9af6-d8d5e9a5cea0,2841,1,900,157293.0,0.0,-3.242034,0.75,9a3cedc3-7c51-4c2a-9af6-d8d5e9a5cea0,,,1,POINT (-123.9288599393822 45.99240458781048)
2444,,,,RC,,2003,6,,,,,,,,,,464386,,,,,Moderate - Code,,,,RC,,,0f6901be-ec61-427c-95fc-826237f070c4,2840,1,900,464386.0,0.0,-4.963661,0.75,0f6901be-ec61-427c-95fc-826237f070c4,,,1,POINT (-123.9299924522449 45.99237391231706)
2445,,,,RC,,2003,6,,,,,,,,,,206102,,,,,Moderate - Code,,,,RC,,,28dfcd35-5e74-4bca-8456-fc7a8f80332a,2839,1,900,206102.0,0.0,-4.007238,0.75,28dfcd35-5e74-4bca-8456-fc7a8f80332a,,,1,POINT (-123.9291330084628 45.9924026014388)
2446,,,,W2,,1976,2,,,,,,,,,,225867,,,,,Pre - Code,,,,W2,,,c634e139-861d-4e13-8791-c272057abd30,2838,1,242,140415.0,85452.0,-1.917823,0.4,41007023814001001S,-123.9167099,45.9926376343,0,POINT (-123.9167118226213 45.99263691306035)
2447,,,,RC,,2003,6,,,,,,,,,,147003,,,,,Moderate - Code,,,,RC,,,b47532ef-fd1d-4435-9b66-5a3635e7f347,2837,1,900,147003.0,0.0,-3.242034,0.75,b47532ef-fd1d-4435-9b66-5a3635e7f347,,,1,POINT (-123.9288605552596 45.99241469645925)
2448,,,,W2,,1974,2,,,,,,,,,,297281,,,,,Pre - Code,,,,W2,,,7cf6c1c7-edf7-4045-9917-771b8071e186,2836,1,147,185017.0,112264.0,-14.792569,0.4,41007023812001001S,-123.907417297,45.9928894043,0,POINT (-123.9074142389655 45.99288835226123)
