parid,parid_card,bldg_id,struct_typ,str_prob,year_built,no_stories,a_stories,b_stories,bsmt_type,sq_foot,gsq_foot,occ_type,occ_detail,major_occ,broad_occ,appr_bldg,repl_cst,str_cst,nstra_cst,nstrd_cst,dgn_lvl,cont_val,efacility,dwell_unit,str_typ2,occ_typ2,tract_id,guid,FID_NEW,origin,stat_class,rmv_improv,rmv_land,elev,period
,,,W1,,"1941","1",,,,,,,,,,"278941",,,,,Pre - Code,,,,W1,,,dc71017b-0bfe-4c48-89cc-16171b21a924,"4718","1","142",149379.000000000000000,129562.000000000000000,-2.406722000000000,0.350000000000000
,,,W1,,"1940","1",,,,,,,,,,"368986",,,,,Pre - Code,,,,W1,,,ecc1b3c2-7d52-4a81-8066-69ac9ff17182,"4717","1","142",126987.000000000000000,241999.000000000000000,-3.389465000000000,0.350000000000000
,,,W1,,"1938","1",,,,,,,,,,"112333",,,,,Pre - Code,,,,W1,,,c4107f2d-8e77-453f-b628-615e300df681,"4716","1","120",54731.000000000000000,57602.000000000000000,-3.066915000000000,0.350000000000000
,,,W1,,"1973","1",,,,,,,,,,"959388",,,,,Pre - Code,,,,W1,,,ef87a5e4-f6b7-465e-a5df-7bca4ceb5fd2,"4715","1","140",177900.000000000000000,781488.000000000000000,-4.855511000000000,0.350000000000000
,,,W2,,"1947","2",,,,,,,,,,"238335",,,,,Pre - Code,,,,W2,,,959f1796-a591-4f6c-83ae-b852a506a4d6,"4712","1","136",38440.000000000000000,199895.000000000000000,-2.317235000000000,0.400000000000000
,,,W1,,"1943","1",,,,,,,,,,"189377",,,,,Pre - Code,,,,W1,,,67a4e52d-58c3-41ea-b7bb-057ae576afdb,"4711","1","120",59815.000000000000000,129562.000000000000000,-2.243758000000000,0.350000000000000
,,,RC,,"1932","1",,,,,,,,,,"151697",,,,,Pre - Code,,,,RC,,,2b9ed90b-bd93-420a-8ecf-98130a7ab7ed,"4709","1","440",7337.000000000000000,144360.000000000000000,-2.866107000000000,0.400000000000000
,,,W1,,"1929","1",,,,,,,,,,"309952",,,,,Pre - Code,,,,W1,,,9495db98-144b-4295-a8f0-99d164505ad1,"4707","1","134",180390.000000000000000,129562.000000000000000,-2.570773000000000,0.350000000000000
,,,W1,,"1955","1",,,,,,,,,,"289355",,,,,Pre - Code,,,,W1,,,d0703ff9-348d-47c3-b7d0-579d7a7f78fb,"4706","1","140",107899.000000000000000,181456.000000000000000,-3.816896000000000,0.350000000000000
,,,W1,,"1946","1",,,,,,,,,,"398834",,,,,Pre - Code,,,,W1,,,8985fcad-1f97-466d-934d-5b7a1a2d9d5a,"4704","1","133",165484.000000000000000,233350.000000000000000,-4.413178000000000,0.350000000000000
,,,W1,,"1920","1",,,,,,,,,,"177688",,,,,Pre - Code,,,,W1,,,4311eee2-58dc-463c-956d-a0730678dab1,"4703","1","120",48126.000000000000000,129562.000000000000000,-2.425970000000000,0.350000000000000
,,,W1,,"1924","1",,,,,,,,,,"201753",,,,,Pre - Code,,,,W1,,,82eb3780-f502-43ff-83fc-8a3baa5be572,"4702","1","131",64494.000000000000000,137259.000000000000000,-2.769176000000000,0.350000000000000
,,,W1,,"1947","1",,,,,,,,,,"148936",,,,,Pre - Code,,,,W1,,,d78194bd-dff9-434a-a55c-c4340b978fe1,"4699","1","131",91334.000000000000000,57602.000000000000000,-2.612679000000000,0.350000000000000
,,,W1,,"1955","1",,,,,,,,,,"893699",,,,,Pre - Code,,,,W1,,,ea3d6ab8-87c2-4e22-b6d1-772ad214dcb4,"4698","1","140",112211.000000000000000,781488.000000000000000,-4.855511000000000,0.350000000000000
,,,W1,,"1948","1",,,,,,,,,,"245832",,,,,Pre - Code,,,,W1,,,80315cac-cc92-4b03-8114-134d8a127dde,"4697","1","130",84442.000000000000000,161390.000000000000000,-4.413178000000000,0.350000000000000
,,,W1,,"1929","1",,,,,,,,,,"176146",,,,,Pre - Code,,,,W1,,,20877614-5625-4170-ab5e-8e648cbce33f,"4696","1","110",46584.000000000000000,129562.000000000000000,-2.405894000000000,0.350000000000000
,,,W1,,"1947","1",,,,,,,,,,"238951",,,,,Pre - Code,,,,W1,,,29458e00-5548-4434-9eb0-b1ed21df10b8,"4695","1","132",109389.000000000000000,129562.000000000000000,-2.293669000000000,0.350000000000000
,,,W1,,"2002","1",,,,,,,,,,"525271",,,,,Moderate - Code,,,,W1,,,b320f441-e173-4ed5-b101-cc13b7fd9566,"4694","1","133",216976.000000000000000,308295.000000000000000,-14.626072000000001,0.350000000000000
,,,W1,,"1936","1",,,,,,,,,,"208744",,,,,Pre - Code,,,,W1,,,5f2514aa-55c0-4a2c-879d-744598c9b21f,"4693","1","120",79182.000000000000000,129562.000000000000000,-3.066915000000000,0.350000000000000
,,,RC,,"1996","1",,,,,,,,,,"2774598",,,,,Moderate - Code,,,,RC,,,4a5de6f9-cfb5-4530-ae30-92f282b1f370,"4692","1","562",1018522.000000000000000,1756076.000000000000000,-2.104611000000000,0.400000000000000
,,,W2,,"1948","2",,,,,,,,,,"251336",,,,,Pre - Code,,,,W2,,,69fa1191-6980-4fb2-a2cc-60c85b0d21fa,"4691","1","232",89946.000000000000000,161390.000000000000000,-4.852169000000000,0.400000000000000
,,,W1,,"1923","1",,,,,,,,,,"212666",,,,,Pre - Code,,,,W1,,,0676f1fc-66fe-4b8d-8ad9-b9c165a983bf,"4690","1","130",83104.000000000000000,129562.000000000000000,-3.086023000000000,0.350000000000000
,,,W2,,"1948","2",,,,,,,,,,"235937",,,,,Pre - Code,,,,W2,,,7746be92-ca59-411f-88d3-24ed4a7b189b,"4688","1","136",106375.000000000000000,129562.000000000000000,-3.086023000000000,0.400000000000000
,,,W1,,"1920","1",,,,,,,,,,"175357",,,,,Pre - Code,,,,W1,,,cfe31fd5-c8a5-4e93-91e9-77412e50a135,"4687","1","120",45795.000000000000000,129562.000000000000000,-2.355660000000000,0.350000000000000
,,,W1,,"1974","1",,,,,,,,,,"122137",,,,,Low - Code,,,,W1,,,7d79b0d8-3ccd-4e5b-9b70-0bf783d3222a,"4686","1","122",36685.000000000000000,85452.000000000000000,-2.131516000000000,0.350000000000000
,,,W1,,"1922","1",,,,,,,,,,"940232",,,,,Pre - Code,,,,W1,,,65ee7fc6-4bae-42fc-9b38-bf221ed6bc34,"4685","1","145",158744.000000000000000,781488.000000000000000,-4.844483000000000,0.350000000000000
,,,W2,,"2005","2",,,,,,,,,,"296627",,,,,High - Code,,,,W2,,,0003c653-233c-455b-a71e-d8f4a28ef8b5,"4683","1","146",184363.000000000000000,112264.000000000000000,-14.546927999999999,0.400000000000000
,,,W1,,"1947","1",,,,,,,,,,"251841",,,,,Pre - Code,,,,W1,,,0a2537ca-a43d-49b6-b920-622142cfe311,"4682","1","132",122279.000000000000000,129562.000000000000000,-2.293669000000000,0.350000000000000
,,,W1,,"1947","1",,,,,,,,,,"171451",,,,,Pre - Code,,,,W1,,,d1697b52-fb99-420d-8232-b6312669f31b,"4681","1","120",41889.000000000000000,129562.000000000000000,-2.872395000000000,0.350000000000000
,,,W1,,"1938","1",,,,,,,,,,"219181",,,,,Pre - Code,,,,W1,,,ced0caeb-1f47-4afb-ac76-dbf28e941b49,"4679","1","130",89619.000000000000000,129562.000000000000000,-2.405894000000000,0.350000000000000
,,,W2,,"1995","2",,,,,,,,,,"373127",,,,,Moderate - Code,,,,W2,,,a9888412-f77e-4a23-b4ca-133efa4849d5,"4678","1","242",243565.000000000000000,129562.000000000000000,-3.292739000000000,0.400000000000000
,,,W2,,"2011","2",,,,,,,,,,"95139",,,,,High - Code,,,,W2,,,56498340-5f4f-492d-84fb-f0a3a094ae77,"4677","1","146",0.000000000000000,95139.000000000000000,-14.546927999999999,0.400000000000000
,,,W1,,"1940","1",,,,,,,,,,"224420",,,,,Pre - Code,,,,W1,,,ba89810f-e212-44ad-869d-7ac0cc7a2dae,"4676","1","130",63030.000000000000000,161390.000000000000000,-4.177154000000000,0.350000000000000
,,,W2,,"1995","2",,,,,,,,,,"373542",,,,,Moderate - Code,,,,W2,,,61da7878-944b-4e71-96a4-5a6fa821c07a,"4675","1","242",243980.000000000000000,129562.000000000000000,-3.292739000000000,0.400000000000000
,,,W1,,"1938","1",,,,,,,,,,"200253",,,,,Pre - Code,,,,W1,,,da6dde2c-b4af-49e5-8c98-6621b185dfe1,"4674","1","130",70691.000000000000000,129562.000000000000000,-2.316483000000000,0.350000000000000
,,,W1,,"1941","1",,,,,,,,,,"231284",,,,,Pre - Code,,,,W1,,,8d917a78-6bfc-4b80-bbda-a966ab85d988,"4673","1","130",101722.000000000000000,129562.000000000000000,-2.948633000000000,0.350000000000000
,,,W1,,"2004","1",,,,,,,,,,"249903",,,,,High - Code,,,,W1,,,cc024c5c-7853-4907-bcb7-3547e625b34f,"4672","1","140",137639.000000000000000,112264.000000000000000,-14.868029999999999,0.350000000000000
,,,W1,,"1954","1",,,,,,,,,,"357286",,,,,Pre - Code,,,,W1,,,d60af173-41a2-49ba-b632-25c5507b881e,"4671","1","140",115287.000000000000000,241999.000000000000000,-2.336280000000000,0.350000000000000
,,,RC,,"1943","1",,,,,,,,,,"263549",,,,,Pre - Code,,,,RC,,,c3233d9a-1d9b-497c-b754-04337126b36d,"4670","1","433",180848.000000000000000,82701.000000000000000,-2.581690000000000,0.400000000000000
,,,W1,,"1949","1",,,,,,,,,,"258006",,,,,Pre - Code,,,,W1,,,31a4f112-10fe-4512-b036-935e498eb552,"4668","1","122",128444.000000000000000,129562.000000000000000,-3.731379000000000,0.350000000000000
,,,W1,,"2004","1",,,,,,,,,,"266730",,,,,High - Code,,,,W1,,,31481dcb-425e-4558-9ace-9994d3738d65,"4666","1","140",154466.000000000000000,112264.000000000000000,-14.868029999999999,0.350000000000000
,,,W1,,"2010","1",,,,,,,,,,"23479",,,,,High - Code,,,,W1,,,32d64698-2c3e-4791-b825-4326c7eef884,"4664","1","200",2981.000000000000000,20498.000000000000000,-11.709144999999999,0.350000000000000
,,,W2,,"1996","2",,,,,,,,,,"371200",,,,,Moderate - Code,,,,W2,,,1d0e6d3b-2647-48d8-bd6b-6577ca619404,"4663","1","243",285748.000000000000000,85452.000000000000000,-2.314904000000000,0.400000000000000
,,,RC,,"1943","1",,,,,,,,,,"588308",,,,,Pre - Code,,,,RC,,,a15328ef-9b83-4182-9584-04042471532f,"4662","1","433",367177.000000000000000,221131.000000000000000,-2.948383000000000,0.400000000000000
,,,W2,,"1995","2",,,,,,,,,,"367592",,,,,Moderate - Code,,,,W2,,,b166220a-88c8-4fe9-a327-6f6f75823330,"4661","1","243",282140.000000000000000,85452.000000000000000,-2.314904000000000,0.400000000000000
,,,W1,,"1918","1",,,,,,,,,,"129441",,,,,Pre - Code,,,,W1,,,d162a562-9284-4979-866f-d0410a450213,"4660","1","130",43989.000000000000000,85452.000000000000000,-2.358630000000000,0.350000000000000
,,,W1,,"1924","1",,,,,,,,,,"209507",,,,,Pre - Code,,,,W1,,,f02ef74e-3079-4bad-ace8-e171a102a42d,"4659","1","130",48117.000000000000000,161390.000000000000000,-4.423379000000000,0.350000000000000
,,,W1,,"2011","1",,,,,,,,,,"116761",,,,,High - Code,,,,W1,,,4e2deae1-bff8-4402-8efa-1b86266f5265,"4658","1","140",0.000000000000000,116761.000000000000000,-14.546927999999999,0.350000000000000
,,,W1,,"2008","1",,,,,,,,,,"301030",,,,,High - Code,,,,W1,,,1faf567c-018e-4d26-b251-f9ac23126243,"4657","1","140",167144.000000000000000,133886.000000000000000,-14.546927999999999,0.350000000000000
,,,W1,,"1957","1",,,,,,,,,,"217608",,,,,Pre - Code,,,,W1,,,7aa92ab8-68f6-4ee0-bce1-7e486b6dc94a,"4656","1","130",88046.000000000000000,129562.000000000000000,-2.460462000000000,0.350000000000000
,,,W1,,"1939","1",,,,,,,,,,"229971",,,,,Pre - Code,,,,W1,,,f5c86962-2f8d-421c-a05b-7029dec9b3f7,"4654","1","130",48515.000000000000000,181456.000000000000000,-3.780413000000000,0.350000000000000
,,,W2,,"1940","2",,,,,,,,,,"238155",,,,,Pre - Code,,,,W2,,,5a0e5e34-fdb9-4c32-b531-a651a05b231e,"4653","1","136",76765.000000000000000,161390.000000000000000,-4.157246000000000,0.400000000000000
,,,W1,,"2004","1",,,,,,,,,,"267254",,,,,High - Code,,,,W1,,,7d77b072-0477-4e52-9ca7-45385186415b,"4651","1","140",154990.000000000000000,112264.000000000000000,-14.868029999999999,0.350000000000000
,,,W2,,"2008","2",,,,,,,,,,"324654",,,,,High - Code,,,,W2,,,1edfd02e-5b10-4b94-b89e-ef777afda4ea,"4650","1","146",195092.000000000000000,129562.000000000000000,-2.361985000000000,0.400000000000000
,,,W1,,"1916","1",,,,,,,,,,"185023",,,,,Pre - Code,,,,W1,,,8c2eb652-5933-4788-95ea-c91b85d6e37b,"4649","1","133",130721.000000000000000,54302.000000000000000,-2.563142000000000,0.350000000000000
,,,W1,,"2004","1",,,,,,,,,,"287770",,,,,High - Code,,,,W1,,,45b43753-586d-4d18-8542-b0c90a151011,"4648","1","142",175506.000000000000000,112264.000000000000000,-14.868029999999999,0.350000000000000
,,,W1,,"1965","1",,,,,,,,,,"189010",,,,,Pre - Code,,,,W1,,,eed7a74b-5b91-426f-a38d-402d55cea19f,"4646","1","130",59448.000000000000000,129562.000000000000000,-3.334440000000000,0.350000000000000
,,,W1,,"1924","1",,,,,,,,,,"869145",,,,,Pre - Code,,,,W1,,,20df6600-e68a-4383-8cf1-a07c8bfee1a1,"4643","1","132",87657.000000000000000,781488.000000000000000,-4.793084000000000,0.350000000000000
,,,W1,,"1927","1",,,,,,,,,,"186738",,,,,Pre - Code,,,,W1,,,badcc7cd-f1ab-4292-9d57-1f5807c9327f,"4642","1","132",57176.000000000000000,129562.000000000000000,-2.948633000000000,0.350000000000000
,,,W1,,"1944","1",,,,,,,,,,"190014",,,,,Pre - Code,,,,W1,,,3dca585f-2f4f-4841-9f61-b08f85e6d85d,"4639","1","132",60452.000000000000000,129562.000000000000000,-2.460462000000000,0.350000000000000
,,,W2,,"1926","2",,,,,,,,,,"47442",,,,,Pre - Code,,,,W2,,,a31a19cf-9aa7-4e74-9548-b84d6eed16d6,"4638","1","232",17193.000000000000000,30249.000000000000000,-2.309846000000000,0.400000000000000
,,,RC,,"2008","1",,,,,,,,,,"88361",,,,,High - Code,,,,RC,,,d5b5fc96-3d28-47b7-8e4d-f22958ed58d4,"4637","1","490",31406.000000000000000,56955.000000000000000,-1.842949000000000,0.400000000000000
,,,W1,,"1986","1",,,,,,,,,,"282303",,,,,Low - Code,,,,W1,,,2b0f9640-ea11-4b23-abb1-e16ef23e745c,"4636","1","130",100847.000000000000000,181456.000000000000000,-3.780413000000000,0.350000000000000
,,,W1,,"1930","1",,,,,,,,,,"163495",,,,,Pre - Code,,,,W1,,,773fe348-da98-4d07-b6fd-0f12ab4f9966,"4635","1","120",33933.000000000000000,129562.000000000000000,-2.315301000000000,0.350000000000000
,,,W2,,"1996","2",,,,,,,,,,"261199",,,,,Moderate - Code,,,,W2,,,4f41fd16-57f8-4847-8cb6-61690edcbab1,"4634","1","146",148935.000000000000000,112264.000000000000000,-14.879136000000001,0.400000000000000
,,,RC,,"2004","1",,,,,,,,,,"1380061",,,,,High - Code,,,,RC,,,260c9d30-b991-473d-b59d-e02c3d224562,"4632","1","472",746826.000000000000000,633235.000000000000000,-1.243763000000000,0.400000000000000
,,,W1,,"2005","1",,,,,,,,,,"275073",,,,,High - Code,,,,W1,,,65298b33-59f2-4ab7-b352-6c5098b306a9,"4631","1","140",162809.000000000000000,112264.000000000000000,-14.016264000000000,0.350000000000000
,,,RC,,"2005","1",,,,,,,,,,"503380",,,,,High - Code,,,,RC,,,23f81320-b4cd-462c-b34f-f9b7c6615bf4,"4630","1","490",278305.000000000000000,225075.000000000000000,-1.822313000000000,0.400000000000000
,,,RC,,"2005","1",,,,,,,,,,"538958",,,,,High - Code,,,,RC,,,d68f2a24-6a99-4f1a-82c0-8361093349e6,"4629","1","490",346358.000000000000000,192600.000000000000000,-1.932926000000000,0.400000000000000
,,,RC,,"2005","1",,,,,,,,,,"607701",,,,,High - Code,,,,RC,,,a3bf519b-0607-47ee-8c1f-384dba77b2be,"4628","1","490",377131.000000000000000,230570.000000000000000,-1.922195000000000,0.400000000000000
,,,W1,,"2007","1",,,,,,,,,,"456596",,,,,High - Code,,,,W1,,,9f054822-ada9-4093-8c41-fe016f2c0291,"4626","1","141",322710.000000000000000,133886.000000000000000,-14.546927999999999,0.350000000000000
,,,W1,,"1956","1",,,,,,,,,,"193075",,,,,Pre - Code,,,,W1,,,aa510235-c91c-489e-a5da-00eb399e3bf0,"4625","1","130",63513.000000000000000,129562.000000000000000,-3.070109000000000,0.350000000000000
,,,W2,,"1946","2",,,,,,,,,,"258758",,,,,Pre - Code,,,,W2,,,34e7c5b3-107a-4edc-a80d-a7bf87015ab4,"4624","1","146",129196.000000000000000,129562.000000000000000,-2.293768000000000,0.400000000000000
,,,RC,,"1970","1",,,,,,,,,,"220695",,,,,Pre - Code,,,,RC,,,8c1591cb-bac2-4cf6-94f5-08b1c7374ee3,"4623","1","476",32878.000000000000000,187817.000000000000000,-1.860780000000000,0.400000000000000
,,,W2,,"2005","2",,,,,,,,,,"493786",,,,,High - Code,,,,W2,,,bcead643-c278-4f7d-8b32-aac6ec805110,"4622","1","157",359900.000000000000000,133886.000000000000000,-14.546927999999999,0.400000000000000
,,,W1,,"1914","1",,,,,,,,,,"938739",,,,,Pre - Code,,,,W1,,,42b729b0-1ce8-4b3b-95c7-67b4462169bb,"4621","1","144",151748.000000000000000,786991.000000000000000,-4.423379000000000,0.350000000000000
,,,RC,,"1946","1",,,,,,,,,,"368961",,,,,Pre - Code,,,,RC,,,992d4c30-83a1-4b87-9f36-04db118dc163,"4620","1","421",206197.000000000000000,162764.000000000000000,-2.293358000000000,0.400000000000000
,,,W2,,"2005","2",,,,,,,,,,"304467",,,,,High - Code,,,,W2,,,3b36e568-6c14-41b3-97ef-cc5217cb2ef1,"4619","1","146",192203.000000000000000,112264.000000000000000,-14.879136000000001,0.400000000000000
,,,RC,,"2000","1",,,,,,,,,,"472352",,,,,Moderate - Code,,,,RC,,,34d2dff5-0bd6-4f33-9ca7-3560be5ab639,"4618","1","471",277596.000000000000000,194756.000000000000000,-2.086323000000000,0.400000000000000
,,,RC,,"1932","1",,,,,,,,,,"429257",,,,,Pre - Code,,,,RC,,,c2e7a9f2-51d4-4825-9d1e-2f0c150246ad,"4617","1","400",120842.000000000000000,308415.000000000000000,-2.257980000000000,0.400000000000000
,,,W1,,"1926","1",,,,,,,,,,"146915",,,,,Pre - Code,,,,W1,,,742e1642-8646-44e1-b5ff-d33dc9b5d291,"4613","1","130",55409.000000000000000,91506.000000000000000,-2.291432000000000,0.350000000000000
,,,W2,,"2001","2",,,,,,,,,,"406390",,,,,Moderate - Code,,,,W2,,,d8ae6b12-b424-45b8-aecd-9e6200ac1593,"4612","1","146",173040.000000000000000,233350.000000000000000,-4.159473000000000,0.400000000000000
,,,W1,,"1928","1",,,,,,,,,,"104635",,,,,Pre - Code,,,,W1,,,f808da0b-5539-4a6b-88e9-764de7a8023d,"4611","1","120",19183.000000000000000,85452.000000000000000,-2.313747000000000,0.350000000000000
,,,W1,,"1924","1",,,,,,,,,,"192847",,,,,Pre - Code,,,,W1,,,79b162e2-9ce0-46ff-b149-56bc77bb6b25,"4610","1","120",63285.000000000000000,129562.000000000000000,-2.367997000000000,0.350000000000000
,,,W1,,"1924","1",,,,,,,,,,"203257",,,,,Pre - Code,,,,W1,,,59f81f13-ed49-459f-8b68-188e88180ece,"4609","1","110",49478.000000000000000,153779.000000000000000,-2.347836000000000,0.350000000000000
,,,W2,,"1997","2",,,,,,,,,,"348605",,,,,Moderate - Code,,,,W2,,,bb383a65-5a46-4786-b29b-a85b672d37b6,"4608","1","146",167149.000000000000000,181456.000000000000000,-3.898295000000000,0.400000000000000
,,,RC,,"1935","1",,,,,,,,,,"752627",,,,,Pre - Code,,,,RC,,,25d6c7cb-4c6e-4ea3-8b04-8f84cbca61e3,"4607","1","440",427286.000000000000000,325341.000000000000000,-2.664529000000000,0.400000000000000
,,,W1,,"1903","1",,,,,,,,,,"220324",,,,,Pre - Code,,,,W1,,,971a047a-6e30-415c-bca2-73f219c4714c,"4606","1","130",90762.000000000000000,129562.000000000000000,-2.315301000000000,0.350000000000000
,,,RC,,"1950","1",,,,,,,,,,"3830423",,,,,Pre - Code,,,,RC,,,7e06d361-c75c-433a-b2b8-f26286c48737,"4605","1","490",3310443.000000000000000,519980.000000000000000,-2.014985000000000,0.400000000000000
,,,W2,,"2004","2",,,,,,,,,,"295378",,,,,High - Code,,,,W2,,,291b0fe8-edd5-41f0-af5d-39c501c01a8a,"4604","1","146",183114.000000000000000,112264.000000000000000,-14.109451000000000,0.400000000000000
,,,W2,,"1995","2",,,,,,,,,,"317938",,,,,Moderate - Code,,,,W2,,,4a7067c3-cc3b-4e78-b381-4bec9d036287,"4603","1","147",205674.000000000000000,112264.000000000000000,-14.879136000000001,0.400000000000000
,,,W1,,"1944","1",,,,,,,,,,"186323",,,,,Pre - Code,,,,W1,,,0479fcb7-b106-4acc-b91b-50e12168fe3a,"4602","1","130",56761.000000000000000,129562.000000000000000,-2.293768000000000,0.350000000000000
,,,W2,,"2006","2",,,,,,,,,,"408547",,,,,High - Code,,,,W2,,,f93eaa5b-cb04-485b-bb8a-19a7ede6fa86,"4601","1","147",296283.000000000000000,112264.000000000000000,-14.546927999999999,0.400000000000000
,,,W1,,"1920","1",,,,,,,,,,"930247",,,,,Pre - Code,,,,W1,,,ed278c23-b20a-4733-8274-f6f37486231f,"4600","1","135",148759.000000000000000,781488.000000000000000,-4.649892000000000,0.350000000000000
,,,W1,,"1996","1",,,,,,,,,,"308874",,,,,Moderate - Code,,,,W1,,,a2556232-aafa-4542-a573-05c7b432fc4c,"4599","1","141",196610.000000000000000,112264.000000000000000,-14.879136000000001,0.350000000000000
,,,W1,,"1997","1",,,,,,,,,,"250947",,,,,Moderate - Code,,,,W1,,,2c531a1b-8dab-48bf-b020-3a15341bf55b,"4598","1","140",138683.000000000000000,112264.000000000000000,-14.431034000000000,0.350000000000000
,,,W1,,"1984","1",,,,,,,,,,"289999",,,,,Low - Code,,,,W1,,,cdbe8d91-4fa1-4793-b8c8-832344cff284,"4597","1","140",154383.000000000000000,135616.000000000000000,-2.238108000000000,0.350000000000000
,,,W2,,"1998","2",,,,,,,,,,"255968",,,,,Moderate - Code,,,,W2,,,7503a1da-b8c0-48d5-ba7e-82c5f070fb78,"4596","1","146",143704.000000000000000,112264.000000000000000,-14.879136000000001,0.400000000000000
,,,W1,,"1995","1",,,,,,,,,,"330322",,,,,Moderate - Code,,,,W1,,,777cfa9d-0003-4d9c-9678-eabb3008dbb8,"4594","1","141",218058.000000000000000,112264.000000000000000,-14.879136000000001,0.350000000000000
,,,W1,,"2006","1",,,,,,,,,,"395681",,,,,High - Code,,,,W1,,,62895ab5-2ab9-49b0-8c9f-715ff12b9f94,"4593","1","141",251416.000000000000000,144265.000000000000000,-14.546927999999999,0.350000000000000
,,,W1,,"1943","1",,,,,,,,,,"203487",,,,,Pre - Code,,,,W1,,,4acfe44d-8b81-40a4-bee3-f7d959fdf9ce,"4591","1","130",73925.000000000000000,129562.000000000000000,-2.312200000000000,0.350000000000000
,,,W1,,"1910","1",,,,,,,,,,"204103",,,,,Pre - Code,,,,W1,,,b9c3f3e1-b00a-4ddd-90e4-eccda973c2c0,"4590","1","134",74541.000000000000000,129562.000000000000000,-2.280228000000000,0.350000000000000
,,,W1,,"1980","1",,,,,,,,,,"426337",,,,,Low - Code,,,,W1,,,ccda54ae-7673-42c6-8ba8-bf6e404dfea0,"4589","1","143",244881.000000000000000,181456.000000000000000,-3.627859000000000,0.350000000000000
,,,W2,,"2010","2",,,,,,,,,,"286821",,,,,High - Code,,,,W2,,,4331c6a9-ef03-4986-9a6e-fafd3346748a,"4588","1","158",155530.000000000000000,131291.000000000000000,-14.546927999999999,0.400000000000000
,,,W1,,"1926","1",,,,,,,,,,"223179",,,,,Pre - Code,,,,W1,,,eb7c2aca-2748-462c-af86-41b4b182e640,"4587","1","130",93617.000000000000000,129562.000000000000000,-2.236950000000000,0.350000000000000
,,,W2,,"1983","2",,,,,,,,,,"322302",,,,,Low - Code,,,,W2,,,4cf68ca3-cc7e-4df2-8e35-0dee9bdca9c1,"4586","1","146",192740.000000000000000,129562.000000000000000,-2.280228000000000,0.400000000000000
,,,RC,,"1999","1",,,,,,,,,,"222208",,,,,Moderate - Code,,,,RC,,,1e36597d-18cc-4b4f-873a-5962c835b269,"4585","1","646",109944.000000000000000,112264.000000000000000,-14.724211000000000,0.400000000000000
,,,RC,,"1999","1",,,,,,,,,,"221632",,,,,Moderate - Code,,,,RC,,,179dd80e-5ce0-4329-b3a2-86dc0e6bbe49,"4584","1","646",109368.000000000000000,112264.000000000000000,-14.724211000000000,0.400000000000000
,,,W2,,"1955","2",,,,,,,,,,"417588",,,,,Pre - Code,,,,W2,,,c1bcaaaf-7353-48f1-9301-68ba4a7dea1d,"4583","1","146",175589.000000000000000,241999.000000000000000,-3.076227000000000,0.400000000000000
,,,W2,,"1998","2",,,,,,,,,,"268997",,,,,Moderate - Code,,,,W2,,,6db87054-453c-4f2d-8f56-24386141fa0e,"4582","1","146",156733.000000000000000,112264.000000000000000,-14.205553999999999,0.400000000000000
,,,W2,,"1928","2",,,,,,,,,,"1177506",,,,,Pre - Code,,,,W2,,,be000ac2-5fd3-4943-9c07-d7caf6d8d918,"4581","1","147",193518.000000000000000,983988.000000000000000,-4.227400000000000,0.400000000000000
,,,RC,,"1947","1",,,,,,,,,,"548746",,,,,Pre - Code,,,,RC,,,aa7fa637-dc14-436a-aa19-aa081b61b019,"4580","1","411",196945.000000000000000,351801.000000000000000,-2.535461000000000,0.400000000000000
,,,W1,,"1966","1",,,,,,,,,,"244715",,,,,Pre - Code,,,,W1,,,3d8810eb-9860-4a08-b8ec-d081ca864694,"4579","1","140",115153.000000000000000,129562.000000000000000,-2.248753000000000,0.350000000000000
,,,W2,,"2000","2",,,,,,,,,,"286403",,,,,Moderate - Code,,,,W2,,,d2ad8529-4ecb-45d3-a28d-cedebf063715,"4578","1","147",174139.000000000000000,112264.000000000000000,-14.109451000000000,0.400000000000000
,,,RC,,"1999","1",,,,,,,,,,"222250",,,,,Moderate - Code,,,,RC,,,6578140b-6f0d-4a20-b2a3-493a9f4951f6,"4576","1","646",109986.000000000000000,112264.000000000000000,-14.463905000000000,0.400000000000000
,,,RC,,"1999","1",,,,,,,,,,"222250",,,,,Moderate - Code,,,,RC,,,341445b8-cbff-4e4e-8aa4-239c29cc7322,"4575","1","646",109986.000000000000000,112264.000000000000000,-14.463905000000000,0.400000000000000
,,,W2,,"1924","2",,,,,,,,,,"344144",,,,,Pre - Code,,,,W2,,,5d3cea7f-8820-4ebc-8857-a2c38ee9d7dc,"4574","1","136",110794.000000000000000,233350.000000000000000,-4.177002000000000,0.400000000000000
,,,RC,,"1999","1",,,,,,,,,,"222176",,,,,Moderate - Code,,,,RC,,,86149527-1a39-47e0-aaa0-885371f711a3,"4573","1","646",109912.000000000000000,112264.000000000000000,-14.579497999999999,0.400000000000000
,,,W1,,"1940","1",,,,,,,,,,"183611",,,,,Pre - Code,,,,W1,,,6c9af1b3-3d64-4d2b-bbb4-b91aafee7ebf,"4572","1","130",54049.000000000000000,129562.000000000000000,-2.312200000000000,0.350000000000000
,,,W1,,"1968","1",,,,,,,,,,"229941",,,,,Pre - Code,,,,W1,,,5a40eccc-69fe-4404-83f7-59c4e6ceb568,"4571","1","130",48485.000000000000000,181456.000000000000000,-3.627859000000000,0.350000000000000
